"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Heat Metric","Absolute Threshold"
"37","North Carolina","37099","Jackson","2018","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37099","Jackson","2019","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37099","Jackson","2020","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37099","Jackson","2021","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2008","40","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2009","68","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2010","86","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2011","81","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2012","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2013","16","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2014","53","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2015","55","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2016","55","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2017","35","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2018","44","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2019","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2020","36","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37101","Johnston","2021","34","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2008","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2009","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2010","72","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2011","65","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2012","39","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2013","8","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2014","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2015","34","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2016","40","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2017","17","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2018","17","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2019","51","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2020","27","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37103","Jones","2021","21","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2008","42","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2009","77","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2010","88","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2011","90","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2012","60","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2013","16","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2014","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2015","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2016","54","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2017","37","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2018","53","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2019","54","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2020","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37105","Lee","2021","41","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2008","40","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2009","79","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2010","81","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2011","72","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2012","47","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2013","14","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2014","44","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2015","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2016","45","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2017","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2018","21","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2019","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2020","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37107","Lenoir","2021","24","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2008","45","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2009","37","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2010","57","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2011","79","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2012","52","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2013","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2014","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2015","59","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2016","52","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2017","22","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2018","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2019","39","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2020","20","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37109","Lincoln","2021","23","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2008","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2009","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2010","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2011","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2012","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2014","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2015","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2016","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2017","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2018","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2019","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2020","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37113","Macon","2021","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2008","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2009","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2010","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2011","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2012","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2014","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2015","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2016","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2017","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2018","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2019","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2020","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37115","Madison","2021","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2008","44","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2009","59","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2010","76","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2011","71","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2012","45","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2013","27","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2014","49","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2015","42","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2016","41","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2017","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2018","26","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2019","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2020","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37117","Martin","2021","28","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2008","16","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2009","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2010","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2011","28","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2012","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2014","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2015","3","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2016","4","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2017","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2018","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2019","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2020","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37111","McDowell","2021","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2008","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2009","72","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2010","80","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2011","90","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2012","62","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2013","10","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2014","30","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2015","69","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2016","68","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2017","31","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2018","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2019","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2020","31","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37119","Mecklenburg","2021","40","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2008","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2009","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2010","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2011","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2012","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2014","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2015","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2016","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2017","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2018","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2019","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2020","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37121","Mitchell","2021","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2008","44","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2009","74","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2010","82","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2011","94","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2012","60","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2013","12","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2014","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2015","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2016","65","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2017","39","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2018","57","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2019","52","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2020","32","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37123","Montgomery","2021","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2008","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2009","75","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2010","84","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2011","86","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2012","57","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2013","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2014","53","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2015","62","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2016","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2017","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2018","51","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2019","53","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2020","36","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37125","Moore","2021","37","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2008","46","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2009","52","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2010","84","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2011","75","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2012","55","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2013","23","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2014","54","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2015","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2016","48","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2017","31","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2018","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2019","61","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2020","35","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37127","Nash","2021","34","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2008","4","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2009","22","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2010","13","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2011","26","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2012","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2014","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2015","7","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2016","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2017","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2018","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2019","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2020","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37129","New Hanover","2021","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2008","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2009","42","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2010","83","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2011","73","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2012","57","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2013","29","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2014","53","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2015","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2016","40","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2017","25","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2018","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2019","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2020","36","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37131","Northampton","2021","36","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37133","Onslow","2008","23","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37133","Onslow","2009","52","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37133","Onslow","2010","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"37","North Carolina","37133","Onslow","2011","55","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
